_id,Title,Available Globally?,Hours Viewed,Number of Ratings,Rating,Genre,Key Words,Description,Release Date
6594351c8ac27c81aa92782b,She's Funny That Way,No,400000,28390,6.1,"['Comedy', 'Drama']","theater actor,actress,theater director,escort girl,call girl",,
6594351c8ac27c81aa92782c,Shinjuku Incident,No,400000,13398,6.9,"['Action', 'Crime', 'Drama']","gratitude,arm cut off,hand cut off,chinese in japan,chinese",A simple Chinese immigrant wages a perilous war against one of the most powerful criminal organizations on the planet.,
6594351c8ac27c81aa92782d,Si Accettano Miracoli,No,400000,1014,4.8,"['Comedy', 'Drama']",,"Fulvio, a manager who recently got into legal trouble and fired, is to be supervised by his brother, a parish priest in the Italian province. To help this community in financial crisis he invents a miracle in order to attract beli...",
6594351c8ac27c81aa92782e,Si yo fuera rico,No,400000,1503,5,['Comedy'],"lotto,winning,prize,euro,divorce",,
6594351c8ac27c81aa92782f,Silent Night (2021),No,400000,17394,5.7,"['Comedy', 'Drama']","poisonous gas,disaster,toxic inhalation,sticky toffee pudding,pictionary","Nell, Simon, and their 3 sons are ready to welcome friends and family for what promises to be a perfect Christmas gathering. Perfect except for one thing: everyone is going to die.",
6594351c8ac27c81aa927830,Silverstar,No,400000,140,5.4,['Adventure'],"animal in title,horse trainer,horseback riding,horse movie,dappled grey horse",It tells the story of how 16-year old Esmee finds a young horse after it gallops into the woods in a barn fire and the special bond that they have.,2022-06-29T00:00:00.000Z
6594351c8ac27c81aa927831,Singapore Social: Season 1,Yes,400000,1443,4.6,['Reality-TV'],"group,culture,life,docusoap reality tv,non fiction",A Reality TV-series following a group of young Singaporeans.,2019-11-22T00:00:00.000Z
6594351c8ac27c81aa927832,Single Street // Singel 39,No,400000,1149,6.1,"['Comedy', 'Drama', 'Romance']",artist,"A hard-nosed, spouseless cardiac surgeon finds herself reconsidering her career-driven life choices as she bonds with her lighthearted new artist neighbor.",
6594351c8ac27c81aa927833,Sisterakas,Yes,400000,332,5.1,['Comedy'],"male model,gay,younger version of character,slapstick comedy,adultery","Bernice and Detty are half-siblings whose bitter rivalry dates back to when they were kids. When their father passed away, things went downhill from there which led to the two siblings never speaking to each other again. That chan...",
6594351c8ac27c81aa927834,SKAM Italia: Season 1,No,400000,204,8.1,"['Adventure', 'Comedy', 'Crime']","sam and max,microsoft windows,nintendo wii,xbox 360,mature animation","The two famous private investigators, Sam and Max, must use their wits to their advantage in order to solve a hypnotism conspiracy.",2019-12-31T00:00:00.000Z
6594351c8ac27c81aa927835,SKAM Italia: Season 3,No,400000,155,8.1,"['Action', 'Adventure', 'Comedy']","microsoft windows,playstation 3,episodic,sam and max,mature animation","After discovering the ancient Toys of Power, Max finds himself bestowed with powerful psychic abilities.",2019-12-31T00:00:00.000Z
6594351c8ac27c81aa927836,Skins // Pieles,Yes,400000,6893,6.1,"['Comedy', 'Drama', 'Fantasy']","female nudity,female topless nudity,female rear nudity,clothed male naked female scene,candy cinema",,
6594351c8ac27c81aa927837,Sleepless Society: Bedtime Wishes: Season 1 // เรื่องบนเตียง: ซีซั่น 1,No,400000,,,,,,
6594351c8ac27c81aa927838,Sleepy Princess in the Demon Castle: Season 1 // 魔王城でおやすみ: シーズン1,No,400000,710,7.5,"['Animation', 'Comedy', 'Fantasy']","princess,diy,living teddy bear,magic,parody",A princess is kidnapped by a demon king and held prisoner in his castle. But the princess just wants to spend her time either sleeping or causing trouble for the demons.,
6594351c8ac27c81aa927839,So Undercover,No,400000,,,,,,
6594351c8ac27c81aa92783a,Solitary Gourmet: Season 5 // 孤独のグルメ: シーズン5,No,400000,480,8.1,['Drama'],"businessman,japanese drama,based on manga,live action manga adaptation,live action adaptation",,
6594351c8ac27c81aa92783b,Solitary Gourmet: Season 6 // 孤独のグルメ: シーズン6,No,400000,480,8.1,['Drama'],"businessman,japanese drama,based on manga,live action manga adaptation,live action adaptation",,
6594351c8ac27c81aa92783c,Solitary Gourmet: Season 7 // 孤独のグルメ: シーズン7,No,400000,480,8.1,['Drama'],"businessman,japanese drama,based on manga,live action manga adaptation,live action adaptation",,
6594351c8ac27c81aa92783d,Solitary Gourmet: Season 8 // 孤独のグルメ: シーズン8,No,400000,480,8.1,['Drama'],"businessman,japanese drama,based on manga,live action manga adaptation,live action adaptation",,
6594351c8ac27c81aa92783e,Sommerfest,No,400000,365,6,"['Comedy', 'Drama', 'Romance']","bare chested male,taking a shower,shower,season in title,male rear nudity","Stefan, a theatre-actor, receives a phone call which informs him that his father died. He immediately returns to his hometown Bochum, where he once was growing up. There he meets old friends, acquaintances and his former love Char...",
6594351c8ac27c81aa92783f,Songbird,No,400000,11330,4.8,"['Drama', 'Sci-Fi', 'Thriller']","delivery man,pandemic,quarantine,courier,drone","In 2024 a pandemic ravages the world and its cities. Centering on a handful of people as they navigate the obstacles currently hindering society: disease, martial law, quarantine, and vigilantes.",
6594351c8ac27c81aa927840,Sound! Euphonium 2 // 響け! ユーフォニアム 2,No,400000,468,7.2,"['Animation', 'Drama', 'Music']","euphonium,orchestra,female protagonist,concert band,hibike euphonium",The story of Oumae Kumiko and others as second-year students.,
6594351c8ac27c81aa927841,Source Code,No,400000,542192,7.5,"['Action', 'Drama', 'Mystery']","train,time loop,bomber,memory,reliving same event",A soldier wakes up in someone else&apos;s body and discovers he&apos;s part of an experimental government program to find the bomber of a commuter train within 8 minutes.,
6594351c8ac27c81aa927842,Special: Season 1,Yes,400000,14593,9.2,"['Drama', 'Horror', 'Sci-Fi']","interactive drama,playstation 3,xbox 360,microsoft windows,single player",,2019-04-12T00:00:00.000Z
6594351c8ac27c81aa927843,Speed Kills (2018),No,400000,3897,4.3,"['Action', 'Crime', 'Drama']","boat,champion,multimillionaire,double life,drug lord",Speedboat racing champion and multimillionaire Ben Aronoff leads a double life that lands him in trouble with the law and drug lords.,
6594351c8ac27c81aa927844,Spy Kids,No,400000,125271,5.6,"['Action', 'Adventure', 'Comedy']","brother sister relationship,mexican,machete cortez character,children&apos;s television show host,superhero","Using high tech gadgets, two kids have to save their reactivated OSS top spy parents when they&apos;re taken by an evil, high tech enemy.",
6594351c8ac27c81aa927845,Spy Kids 2: The Island of Lost Dreams,No,400000,72529,5.3,"['Action', 'Adventure', 'Comedy']","genetic,studio logo segues into film,traitor,machete cortez character,close up of eye","The Cortez siblings set out for a mysterious island, where they encounter a genetic scientist and a set of rival spy kids.",
6594351c8ac27c81aa927846,Sri Ayodhaya: Season 2 // ศรีอโยธยา: ซีซั่น 2,No,400000,,,,,,
6594351c8ac27c81aa927847,Stand Out: An LGBTQ+ Celebration,Yes,400000,899,6.2,"['Documentary', 'Comedy']","tv special,stand up comedy,stand up comedy special",A comedy variety special featuring LGBTQ+ comedy icons and emerging voices.,2022-06-09T00:00:00.000Z
6594351c8ac27c81aa927848,Stander,No,400000,9047,7.1,"['Action', 'Biography', 'Crime']","police,bank robber,protest,south africa,male nudity","The life and career of Andre Stander, a South African police officer turned bank robber.",
6594351c8ac27c81aa927849,Step Up: Revolution,No,400000,57735,6.4,"['Drama', 'Music', 'Romance']","dance off,dance movie,dance music,flash mob,dancer",,
6594351c8ac27c81aa92784a,Stir of Echoes,No,400000,86136,6.9,"['Horror', 'Mystery', 'Thriller']","hypnosis,seeing a ghost,missing person,psychic power,ghost",,
6594351c8ac27c81aa92784b,Stop! Or My Mom Will Shoot,No,400000,44223,4.4,"['Action', 'Comedy']","embarrassment,overprotective mother,shootout,tough cop,baby photograph",,
6594351c8ac27c81aa92784c,Stories of a Generation - with Pope Francis: Limited Series,Yes,400000,282,7.5,['Documentary'],"tv mini series,generation,filmmaker,secret,life",Pope Francis and other men and women all over the world aged 70+ - both famous and everyday people - share their life stories with young filmmakers.,2021-12-25T00:00:00.000Z
6594351c8ac27c81aa92784d,Storm (2022),No,400000,374,5.7,"['Drama', 'Mystery']","daughter,brother","Elin&apos;s son dies in a drowning accident, but together with her daughter Storm (10) she tries to restart, but when the rumors start that Storm pushed her brother into the water she has to protect her daughter and still find the truth.",
6594351c8ac27c81aa92784e,"StoryBots: Laugh, Learn, Sing: Collection 2: Learn to Read",Yes,400000,,,,,,2022-07-18T00:00:00.000Z
6594351c8ac27c81aa92784f,Sudden Death (1995),No,400000,36511,5.8,"['Action', 'Crime', 'Thriller']","ice hockey,hockey,death in title,two word title,fbi federal bureau of investigation",,
6594351c8ac27c81aa927850,Sugar High,Yes,400000,115,6.9,['Comedy'],"lgbt comedy,sex work,gay",,2020-07-31T00:00:00.000Z
6594351c8ac27c81aa927851,Summer Time // 썸머타임,No,400000,1631,7.1,"['Comedy', 'Sci-Fi']","psychotronic film,sci fi club,air conditioner,time machine,time travel",A sci-fi club concocts a plan to repair a remote by using a time machine that suddenly appears.,
6594351c8ac27c81aa927852,Summerland (2020),No,400000,8809,7,"['Drama', 'Romance', 'War']","love,lesbian,1940s,flashback,lesbianism",,
6594351c8ac27c81aa927853,Sunny // 써니,No,400000,71,9.4,,"politician,brother","Sunny, a quintessential brat, is sent to the UK by his politician brother to pursue higher education, with the hope that a stint away from home will give him a reality check. Does it, though?",
6594351c8ac27c81aa927854,Sunny: Our Hearts Beat Together // SUNNY 強い気持ち・強い愛,No,400000,722,6.7,"['Comedy', 'Drama', 'Musical']",school,,
6594351c8ac27c81aa927855,Super Monsters Back to School,Yes,400000,35456,6.7,"['Comedy', 'Romance', 'Sport']","farce,female frontal nudity,tv commercial,black and white scene,college freshman",,2019-08-16T00:00:00.000Z
6594351c8ac27c81aa927856,Super Monsters Monster Pets: Season 1,Yes,400000,49,6.3,['Animation'],horror fan,,2019-06-07T00:00:00.000Z
6594351c8ac27c81aa927857,Super Monsters: Dia de los Monsters,Yes,400000,40,5.3,"['Animation', 'Adventure', 'Comedy']","day of the dead,parade,parade float","The Super Monsters celebrate Día de Los Muertos in Vida&apos;s hometown with her magical family, some new monster friends and a spooktacular parade.",2020-10-09T00:00:00.000Z
6594351c8ac27c81aa927858,Suzzanna: Buried Alive // Suzzanna: Bernapas dalam Kubur,No,400000,1067,5.5,"['Drama', 'Fantasy', 'Horror']","revenge,remake,ghost,village,terror","After a pregnant woman is murdered, her spirit seeks revenge against her increasingly terrified killers, who are determined to finish her off for good.",2019-04-03T00:00:00.000Z
6594351c8ac27c81aa927859,Swearnet: The Movie,Yes,400000,3042,6,['Comedy'],"male frontal nudity,sponsorship,male orgasm,penis,testicles","Fed up with being censored in their post-Trailer Park Boys lives, the out of work stars/world-renowned &apos;swearists&apos;, Mike Smith, Robb Wells and John Paul Tremblay decide to start their own uncensored network on the internet.",
6594351c8ac27c81aa92785a,Sweetie // Caniko,No,400000,5217,6.7,"['Comedy', 'Drama']","male full frontal nudity,male frontal nudity,female frontal nudity,male nudity,tree planting",,
6594351c8ac27c81aa92785b,Switch // 天機·富春山居圖 // 天机·富春山居图,No,400000,10304,5.8,"['Comedy', 'Fantasy']","gender swap,blonde,womanizer,female protagonist,childbirth",,
6594351c8ac27c81aa92785c,Switch // 天機·富春山居圖 // 天机·富春山居图,No,400000,10304,5.8,"['Comedy', 'Fantasy']","gender swap,blonde,womanizer,female protagonist,childbirth",A sexist womanizer is killed by one of his former lovers and then reincarnated as a woman.,
6594351c8ac27c81aa92785d,Switch // 天機·富春山居圖 // 天机·富春山居图,No,400000,10304,5.8,"['Comedy', 'Fantasy']","gender swap,blonde,womanizer,female protagonist,childbirth",,
6594351c8ac27c81aa92785e,Süt Kardeşler,No,400000,20866,8.8,"['Comedy', 'Family', 'Mystery']","based on novel,ottoman,fears,black artist,ghoul","Saban, Ramazan and Bayram are sailors in an Ottoman Navy and Hüsamettin is their commander. Hüsamettin&apos;s aide Ramazan, Saban who is foster son of Hüsamettin&apos;s sister and Bayram who is married to Hüsamettin&apos;s niece stays at Hüsamet...",
6594351c8ac27c81aa92785f,Tales by Light: Season 2,Yes,400000,,,"['Documentary', 'Short']",,,2017-04-21T00:00:00.000Z
6594351c8ac27c81aa927860,Tamasih Elnil // تماسيح النيل,No,400000,147,2.6,['Comedy'],,"Film&apos;s events take place on a Nile cruise on a boat, and an unexpected fraud occurs on one of the boat&apos;s passengers, after which events follow in a comedic manner to reveal the truth.",
6594351c8ac27c81aa927861,Taste of Tour: Season 1 // 여행의 맛: 시즌1,No,400000,11869,8.4,['Short'],,,
6594351c8ac27c81aa927862,Tasty Guys: 2018-2019 // 맛있는 녀석들: 시즌 2018-2019,No,400000,115,5.1,['Drama'],"male rear nudity,gay interest,bisexual man,bisexuality,erection visible through underwear","Li Qi works for a dolphin show, his friend Ren Yu works karaoke on the beach along the coast where they live. When a young woman Bai Ling joins the two men, a three-way relationship seems possible. Together, they set out to test t...",
6594351c8ac27c81aa927863,Te Ata,No,400000,977,7.4,"['Biography', 'Drama', 'History']","franklin d. roosevelt character,1920s,1930s,native american woman,racism",Te Ata set her sights on Broadway and what she thought was her life&apos;s dream. Audition after audition she was rejected and began to wonder if she was cut out for the bright lights.,
6594351c8ac27c81aa927864,Team Foxcatcher,Yes,400000,7090,7.2,"['Documentary', 'Biography', 'Crime']","real life,sports documentary,combat sport","Documentary filmmaker Jon Greenhalgh examines the life of Dave Schultz, a professional wrestler who was part of &apos;Team Foxcatcher&apos;, funded by multi-millionaire John du Pont.",2016-04-29T00:00:00.000Z
6594351c8ac27c81aa927865,Teasing Master Takagi-san: Season 1 // からかい上手の高木さん: シーズン1,No,400000,543,7.9,"['Animation', 'Comedy', 'Romance']",anime animation,"Takagi and Nishikata are in their final year of middle school, and have both anxiety and hope for the future. During the summer of their final year, on the day before summer vacation starts, the two find a kitten that they name Ha...",
6594351c8ac27c81aa927866,Teefa in Trouble,No,400000,4081,7,"['Action', 'Comedy', 'Crime']",gangster,,
6594351c8ac27c81aa927867,The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared // Hundraettåringen som smet från notan och försvann,No,400000,6481,6.3,"['Adventure', 'Comedy', 'Crime']","101 year old,soda,old man,eastern europe,monkey",,2017-04-24T00:00:00.000Z
6594351c8ac27c81aa927868,The 43: Season 1 // Los días de Ayotzinapa: Temporada 1,Yes,400000,11869,8.4,['Short'],,,
6594351c8ac27c81aa927869,The 9th Precinct // 第九分局,Yes,400000,645,5.6,"['Action', 'Crime', 'Drama']",police,,
6594351c8ac27c81aa92786a,The Accidental Detective 2: In Action // 탐정: 리턴즈,No,400000,865,6.5,"['Action', 'Comedy', 'Crime']",murder,A homicide detective and his partner recruit the help of an online private eye to solve a murder case.,
6594351c8ac27c81aa92786b,The Anderssons in Greece // Sune i Grekland,No,400000,2098,4.3,"['Comedy', 'Family']","swimming,family relationships,family vacation,accountant,tide",,
6594351c8ac27c81aa92786c,The Assignment (2016),No,400000,,,['Action'],,,
6594351c8ac27c81aa92786d,The Associate,No,400000,8877,6.1,['Comedy'],"comedy of errors,comedy of manners,african american comedy,cross dressing,woman dresses as a man",,
6594351c8ac27c81aa92786e,The Battered Bastards of Baseball,Yes,400000,4483,8,"['Documentary', 'Sport']","actor,sports documentary,baseball sport,baseball,portland oregon",,2014-07-11T00:00:00.000Z
6594351c8ac27c81aa92786f,The Big Day: Collection 1,Yes,400000,21112,7.1,"['Drama', 'War']","western front of world war ii,nazi soldier,u.s. army,infantry,year 1945",A hardened sergeant and the four core members of his infantry unit try to survive World War II as they move from battle to battle throughout Europe.,2021-02-14T00:00:00.000Z
6594351c8ac27c81aa927870,The Book of Sun // شمس المعارف,No,400000,10849,7.9,['Comedy'],"friend,year 2010,high school senior,high school student,best friend","In 2010, high school senior Husam, his best friend Maan, their one-time foe Ibrahim, and their teacher Orabi set out to produce a no-budget horror movie.",
6594351c8ac27c81aa927871,The Boondock Saints II: All Saints Day,No,400000,66361,6.2,"['Action', 'Crime', 'Thriller']","male rear nudity,homophobia,gay slur,cult film,murder of a priest","The MacManus brothers are living a quiet life in Ireland with their father, but when they learn that their beloved priest has been killed by mob forces, they go back to Boston to bring justice to those responsible and avenge the p...",
6594351c8ac27c81aa927872,The Breaker Upperers,No,400000,6729,5.9,['Comedy'],"breakup,dating,new zealand,friendship,pregnancy","For the right price, BFFs Jen and Mel will ruthlessly end any romance. But when one grows a conscience, it threatens to derail their relationship.",2019-02-15T00:00:00.000Z
6594351c8ac27c81aa927873,The Brothers (2001),No,400000,,,,,,
6594351c8ac27c81aa927874,The Chaos Class Returns // Hababam Sınıfı Yeniden,No,400000,24337,8.9,['Comedy'],"title spoken by character,sequel,fenerbahce,boy,young",A young and beautiful female teacher starts working in an all boys high school.,
6594351c8ac27c81aa927875,The Cider House Rules,No,400000,103697,7.4,"['Drama', 'Romance']","premarital sex,abortion,woman dies from abortion,racism,female nudity","A compassionate young man, raised in an orphanage and trained to be a doctor there, decides to leave to see the world.",
6594351c8ac27c81aa927876,The City of Friends: Season 1 // Vennebyen,No,400000,11869,8.4,['Short'],,,
6594351c8ac27c81aa927877,The City of Friends: Season 2 // Vennebyen,No,400000,237,9.3,"['Documentary', 'Short']",,,
6594351c8ac27c81aa927878,The Closet // 클로젯,No,400000,18187,7,['Comedy'],"homophobia,pretending to be gay,homosexuality,homosexual,gay pride",,
6594351c8ac27c81aa927879,The Contract (2006),No,400000,25876,5.6,"['Action', 'Crime', 'Drama']","doughnut,female nudity,female rear nudity,buttocks,father",,
6594351c8ac27c81aa92787a,The Crooked Man (2016),No,400000,1418,4.3,['Horror'],the crooked man character,"Olivia returns home after six years, and a string of unusual deaths leads her to believe that she&apos;s being haunted by a mysterious force from her childhood.",
6594351c8ac27c81aa92787b,The Danish Girl,No,400000,196814,7.1,"['Biography', 'Crime', 'Drama']","transgender,gender identity,lgbtq,copenhagen denmark,adultery",,
6594351c8ac27c81aa92787c,The Deceived: Series 1,No,400000,72,6.5,"['Documentary', 'Action', 'Drama']",,A commemoration of the Civil War for the 150th anniversary.,
6594351c8ac27c81aa92787d,The Deep (2015): Season 1,No,400000,11869,8.4,['Short'],,,
6594351c8ac27c81aa92787e,The Demi Gods and Semi Devils: Season 1 // 天龍八部 // 天龙八部,No,400000,22,6.2,"['Action', 'Adventure', 'Drama']",,The master Buddhist of Tubo Kingdom goes to Tianlong Temple for book of secrets of Six Meridian Swords. Tianlong monks give the book to Duan Yu and he keeps the content in mind and destroys the book. The Tubo master catches Duan b...,
6594351c8ac27c81aa92787f,The Dreamers (2003),No,400000,,,,,,
6594351c8ac27c81aa927880,The Dumpling Affair // Grießnockerlaffäre,No,400000,1994,7.1,"['Comedy', 'Crime', 'Drama']","singing in a car,scene during end credits,internal affairs,criminal investigation,small town life","Police officer Franz Eberhofer is woken up by his colleagues because his boss Barschl has been killed. The murder weapon is Franz&apos; knife, so he is suspected to be the murderer of his hated boss.",
6594351c8ac27c81aa927881,The Escort (2016),No,400000,122,5.3,['Drama'],love,"A young woman works as a secretary for a high class escort service, and is drawn into the intrigues of a client and the man who has fallen in love with her.",
6594351c8ac27c81aa927882,The Family That Sings Together: The Camargos: Season 1 // É O AMOR: Família Camargo: Temporada 1,Yes,400000,49,5.6,"['Music', 'Reality-TV']","father daughter relationship,brazilian singer,sertanejo,brazilian music,goias brazil","Surrounded by family and friends, Zeze Di Camargo and daughter Wanessa spend time together and collaborate creatively in this exclusive reality series.",2021-12-09T00:00:00.000Z
6594351c8ac27c81aa927883,The Fastest: Season 1 // الأسرع: موسم 1,Yes,400000,65,8.9,['Short'],,"Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",2021-11-23T00:00:00.000Z
6594351c8ac27c81aa927884,The Fight for Justice: Paolo Guerrero: Season 1 // Contigo Capitán: Season 1,No,400000,122,6.5,"['Biography', 'Drama', 'Sport']","based on real people,year 2018,character name as title,character name as series title,soccer player",Peruvian soccer star Paolo Guerrero wages a difficult legal battle after testing positive for cocaine months before the World Cup. Based on a true story.,2022-10-05T00:00:00.000Z
6594351c8ac27c81aa927885,The Fish Tale // さかなのこ,No,400000,313,7.1,"['Biography', 'Comedy', 'Drama']","japanese drama,young","A young child is obsessed with learning about and drawing fish. The child seems a little odd, but if you are understanding and supportive you will be cheering in the end.",
6594351c8ac27c81aa927886,The Fisherman's Diary,Yes,400000,735,6.4,['Drama'],girl,"Ekah is determined to go to school in a village of fishermen where a girl child&apos;s education is considered a taboo. Her drive to break this old adage gets her embroiled with her father, Solomon&apos;s past.",
6594351c8ac27c81aa927887,The Forbidden Kingdom,No,400000,108820,6.5,"['Action', 'Adventure', 'Fantasy']","warrior,warlord,mixed martial arts,action hero,urination",,
6594351c8ac27c81aa927888,The Fresh Prince of Bel-Air: Season 1,No,400000,142625,7.9,['Comedy'],"sitcom,servant,famous opening theme,englishman,bel air california",,
6594351c8ac27c81aa927889,The Ghost (Tamil) (2022),No,400000,2395,5,"['Action', 'Thriller']",officer,"An ex-Interpol officer wreaks havoc and sends shock waves across the global underworld but goes missing in action, only to remerge years later, for his beloved family.",
6594351c8ac27c81aa92788a,The Ghost Writer,No,400000,169430,7.2,"['Crime', 'Drama', 'Mystery']","memoir,writer,ferry,political thriller,beach house","A ghost writer, hired to complete the memoirs of a former British Prime Minister, uncovers secrets that put his own life in jeopardy.",
6594351c8ac27c81aa92788b,the goop lab with Gwyneth Paltrow: Season 1,Yes,400000,3462,2.7,"['Documentary', 'Reality-TV']","corporate propaganda,controversy,placebo,pseudoscience,female lifestyle guru",,2020-01-24T00:00:00.000Z
6594351c8ac27c81aa92788c,The Great British Baking Show: Holidays: Season 1,No,400000,332,8.1,['Reality-TV'],"food reality tv,christmas,cookery game show,competition reality tv",,2018-11-30T00:00:00.000Z
6594351c8ac27c81aa92788d,The Great British Baking Show: Holidays: Season 4,No,400000,332,8.1,['Reality-TV'],"food reality tv,christmas,cookery game show,competition reality tv",,2021-12-03T00:00:00.000Z
6594351c8ac27c81aa92788e,The Guard (2011),No,400000,,,,,,
6594351c8ac27c81aa92788f,"The Hall: Honoring George Carlin, Robin Williams, Joan Rivers and Richard Pryor",Yes,400000,,,,,,2022-05-19T00:00:00.000Z
6594351c8ac27c81aa927890,The Hard Corps,No,400000,6509,5.2,"['Action', 'Thriller']","ends with freeze frame,low budget,boxer,bodyguard,boxing",,
6594351c8ac27c81aa927891,The Himalayas // 히말라야,No,400000,1230,6.4,"['Adventure', 'Biography', 'Drama']","mountain climbing,nepal,mountain,mount everest,survival","Based on true events, renowned mountaineer UM Hong-gil sets out on a mission to Everest to retrieve his late junior climber&apos;s body and faces the greatest challenge of his life.",
6594351c8ac27c81aa927892,The Hockey Girls: Season 1 // Les de I'hoquei: Les de l'hoquei,No,400000,11869,8.4,['Short'],,,2019-09-20T00:00:00.000Z
6594351c8ac27c81aa927893,The Hospital: Season 1 // 白色巨塔: 第 1 季,No,400000,65,8.9,['Short'],,"Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",
6594351c8ac27c81aa927894,The Hundred-Foot Journey,No,400000,86641,7.3,"['Comedy', 'Drama']","restaurant,cooking,chef,haute cuisine,interracial romance",The Kadam family leaves India for France where they open a restaurant directly across the road from Madame Mallory&apos;s Michelin-starred eatery.,
6594351c8ac27c81aa927895,The Idhun Chronicles: Part 2 // Memorias de Idhún: Parte 2,Yes,400000,,,,,,2021-01-08T00:00:00.000Z
6594351c8ac27c81aa927896,The Killing: Season 1 // Forbrydelsen: Sæson 1,No,400000,11869,8.4,['Short'],,,
6594351c8ac27c81aa927897,The Kindergarten Teacher,No,400000,17526,6.7,"['Drama', 'Thriller']","title directed by female,kindergarten,new york city,kindergarten teacher,female kindergarten teacher",A kindergarten teacher in New York becomes obsessed with one of her students who she believes is a child prodigy.,2018-10-12T00:00:00.000Z
6594351c8ac27c81aa927898,The King // 더 킹,No,400000,146068,7.3,"['Biography', 'Drama', 'History']","british royalty,15th century,combat,battle of agincourt,father son relationship","Hal, wayward prince and heir to the English throne, is crowned King Henry V after his tyrannical father dies. Now the young king must navigate palace politics, the war his father left behind, and the emotional strings of his past ...",
6594351c8ac27c81aa927899,The King // 더 킹,No,400000,146077,7.3,"['Biography', 'Drama', 'History']","british royalty,15th century,combat,battle of agincourt,father son relationship","Hal, wayward prince and heir to the English throne, is crowned King Henry V after his tyrannical father dies. Now the young king must navigate palace politics, the war his father left behind, and the emotional strings of his past ...",
6594351c8ac27c81aa92789a,The Least Expected Day: Inside the Movistar Team 2019: Season 1 // El día menos pensado: Season 1,No,400000,888,7.4,"['Documentary', 'Sport']","tv mini series,road cycling,cycling,tour de france,professional athlete",,
6594351c8ac27c81aa92789b,The Ledge (2022),No,400000,5573,5.1,"['Action', 'Adventure', 'Thriller']","mountain,climb,ledge,thrill ride",A climber trapped on the face of a mountain fights off four killers stood on an overhanging ledge twenty feet above her.,
6594351c8ac27c81aa92789c,The Legacy of a Whitetail Deer Hunter,Yes,400000,4180,5.5,"['Comedy', 'Drama']","father son relationship,hunting,father son bonding,friendship,outdoors",The great hunter Buck Ferguson (Josh Brolin) and his trusted cameraman Don (Danny McBride) set out for an epic weekend adventure to reconnect with Buck&apos;s young son (Montana Jordan).,2018-07-06T00:00:00.000Z
6594351c8ac27c81aa92789d,The Legend of the Condor Heroes // 射鵰英雄傳 // 射雕英雄传,No,400000,,,,,,
6594351c8ac27c81aa92789e,The Long Dumb Road,No,400000,3521,6.1,['Comedy'],"co written by director,road trip,car won&apos;t start,fort stockton texas,photographer",,
6594351c8ac27c81aa92789f,The Lord of the Seagulls // Martilarin Efendisi,No,400000,,,,,,
6594351c8ac27c81aa9278a0,The Love Affair,Yes,400000,293,6.3,"['Drama', 'Romance']","sailing,stepmother stepdaughter conflict,loss of son,jealous husband,sex in a car",A married couple is on the verge of annulment after the husband discovers his wife having an affair with his best friend. He then consults a lawyer who just broke up with her boyfriend.,
6594351c8ac27c81aa9278a1,The Maid // สาวลับใช้,No,400000,1251,5,"['Drama', 'Romance']","female nudity,sex scene,love,teenager,adult actor plays a teenage boy","An American teenager, who while visiting his estranged dad in England, gets into an emotional relationship with the older foreign maid working there.",2020-07-08T00:00:00.000Z
6594351c8ac27c81aa9278a2,The Master // 龍行天下 // 龙行天下,No,400000,,,,,,
6594351c8ac27c81aa9278a3,The Mule (2014),No,400000,6760,6.3,"['Comedy', 'Crime', 'Drama']","drugs,drug mule,thailand,police,house arrest",,
6594351c8ac27c81aa9278a4,The Neighbor: Season 2 // El vecino: Temporada 2,Yes,400000,237,9.3,"['Documentary', 'Short']",,,2021-05-21T00:00:00.000Z
6594351c8ac27c81aa9278a5,The New Kid // Le nouveau,No,400000,,,,,,
6594351c8ac27c81aa9278a6,The Next Step: Season 7,No,400000,101,5.8,['Family'],"love,world","When Sam&apos;s world begins to spiral following an unexpected life-changing event, she must confront her emotions and fear to reignite her deep love for dance.",
6594351c8ac27c81aa9278a7,The Nut Job 2: Nutty by Nature,No,400000,7143,5.5,"['Animation', 'Adventure', 'Comedy']","excavator,second part,numbered sequel,chewing gum,food",,
6594351c8ac27c81aa9278a8,The Operative (2019),No,400000,7295,5.8,"['Action', 'Drama', 'Mystery']","female spy,spy,iran,female nudity,plot twist",A woman is recruited by the Mossad to work undercover in Tehran.,
6594351c8ac27c81aa9278a9,The Panti Sisters,No,400000,338,5.6,['Comedy'],"gay,three word title,surname in title,father,character name in title",,
6594351c8ac27c81aa9278aa,The Patriarch // Un padre no tan padre,No,400000,998,7.1,['Drama'],"reference to richard jaeckel,reference to van heflin,timeframe 1960s,grandfather grandson relationship,father son relationship",,
6594351c8ac27c81aa9278ab,The Photographer: Murder in Pinamar // El fotógrafo y el cartero: El crimen de Cabezas,Yes,400000,673,6.7,"['Documentary', 'Crime']","crime documentary,suspense,true crime,conspiracy,murder","This documentary examines the murder of photojournalist José Luis Cabezas, a crime that shook Argentina and exposed a political and financial conspiracy.",2022-05-19T00:00:00.000Z
